MEME,0.02,2018-04-16 20:41:54
MER,0.1,2018-04-16 20:41:54
METAL,20.0,2018-04-16 20:41:54
MLN,0.035,2018-04-16 20:41:54
MND,1.0,2018-04-16 20:41:54
MONA,0.2,2018-04-16 20:41:54
MTL,1.35,2018-04-16 20:41:54
MUE,0.02,2018-04-16 20:41:54
MUSIC,0.01,2018-04-16 20:41:54
MYST,2.5,2018-04-16 20:41:54
MZC,0.2,2018-04-16 20:41:54
NAV,0.2,2018-04-16 20:41:54
NEO,0.025,2018-04-16 20:41:54
NEOS,0.02,2018-04-16 20:41:54
NET,0.2,2018-04-16 20:41:54
NEU,0.02,2018-04-16 20:41:54
NLG,0.2,2018-04-16 20:41:54
NMR,0.15,2018-04-16 20:41:54
NTRN,0.02,2018-04-16 20:41:54
NXC,13.0,2018-04-16 20:41:54
NXS,0.2,2018-04-16 20:41:54
NXT,2.0,2018-04-16 20:41:54
OC,0.2,2018-04-16 20:41:54
OK,0.2,2018-04-16 20:41:54
OMG,0.35,2018-04-16 20:41:54
OMNI,0.1,2018-04-16 20:41:54
ORB,0.2,2018-04-16 20:41:54
PART,0.1,2018-04-16 20:41:54
PAY,2.0,2018-04-16 20:41:54
PDC,5.0,2018-04-16 20:41:54
PINK,0.2,2018-04-16 20:41:54
PIVX,0.02,2018-04-16 20:41:54
PKB,0.02,2018-04-16 20:41:54
POLY,1.0,2018-04-16 20:41:54
POT,0.002,2018-04-16 20:41:54
POWR,5.0,2018-04-16 20:41:54
PPC,0.02,2018-04-16 20:41:54
PTC,0.002,2018-04-16 20:41:54
PTOY,14.0,2018-04-16 20:41:54
PXI,0.2,2018-04-16 20:41:54
QRL,2.5,2018-04-16 20:41:54
QTUM,0.01,2018-04-16 20:41:54
QWARK,0.1,2018-04-16 20:41:54
RADS,0.2,2018-04-16 20:41:54
RBY,0.02,2018-04-16 20:41:54
RCN,16.0,2018-04-16 20:41:54
RDD,2.0,2018-04-16 20:41:54
REP,0.1,2018-04-16 20:41:54
RISE,0.1,2018-04-16 20:41:54
RLC,3.5,2018-04-16 20:41:54
RVR,0.1,2018-04-16 20:41:54
SAFEX,100.0,2018-04-16 20:41:54
SALT,0.6,2018-04-16 20:41:54
SBD,0.01,2018-04-16 20:41:54
SC,0.1,2018-04-16 20:41:54
SCRT,1.0,2018-04-16 20:41:54
SEQ,0.2,2018-04-16 20:41:54
